gene_symbol,human_ortholog,appears_in_cbioportal,appears_in_cbioportal_mutated_gene_universe
Dnase2b,DNASE2B,TRUE,TRUE
Dnm1,DNM1,TRUE,TRUE
Dnm1l,DNM1L,TRUE,TRUE
Dnm2,DNM2,TRUE,TRUE
Dnmbp,DNMBP,TRUE,TRUE
Dnmt3a,DNMT3A,TRUE,TRUE
Dntt,DNTT,TRUE,TRUE
Dock1,DOCK1,TRUE,TRUE
Dock10,DOCK10,TRUE,TRUE
Dock2,DOCK2,TRUE,TRUE
Dock3,DOCK3,TRUE,TRUE
Dock4,DOCK4,TRUE,TRUE
Dock5,DOCK5,TRUE,TRUE
Dock6,DOCK6,TRUE,TRUE
Dock7,DOCK7,TRUE,TRUE
Dock8,DOCK8,TRUE,TRUE
Dok3,DOK3,TRUE,TRUE
Dok4,DOK4,TRUE,TRUE
Dok7,DOK7,TRUE,TRUE
Dop1b,DOP1B,TRUE,TRUE
Doxl1,NA,FALSE,FALSE
Doxl2,NA,FALSE,FALSE
Dph1,DPH1,TRUE,TRUE
Dph2,DPH2,TRUE,TRUE
Dpy19l3,DPY19L3,TRUE,TRUE
Dpy19l4,DPY19L4,TRUE,TRUE
Dpysl3,DPYSL3,TRUE,TRUE
Dqx1,DQX1,TRUE,TRUE
Drd2,DRD2,TRUE,TRUE
Drg2,DRG2,TRUE,TRUE
Drosha,DROSHA,TRUE,TRUE
Dsc2,DSC2,TRUE,TRUE
Dscam,DSCAM,TRUE,TRUE
Dscc1,DSCC1,TRUE,TRUE
Dsg1a,DSG1,TRUE,TRUE
Dsn1,DSN1,TRUE,TRUE
Dsp,DSP,TRUE,TRUE
Dst,DST,TRUE,TRUE
Dtna,DTNA,TRUE,TRUE
Dtnb,DTNB,TRUE,TRUE
Dtx2,DTX2,TRUE,TRUE
Dtx4,DTX4,TRUE,TRUE
Duox2,DUOX2,TRUE,TRUE
Duoxa1,DUOXA1,TRUE,TRUE
Dus3l,DUS3L,TRUE,TRUE
Dusp16,DUSP16,TRUE,TRUE
Dusp22,DUSP22,TRUE,TRUE
Dusp27,STYXL2,TRUE,TRUE
Dusp3,DUSP3,TRUE,TRUE
Dusp8,DUSP8,TRUE,TRUE
Duxf3,NA,FALSE,FALSE
Dync1h1,DYNC1H1,TRUE,TRUE
Dync1i1,DYNC1I1,TRUE,TRUE
Dync1li1,DYNC1LI1,TRUE,TRUE
Dyrk1b,DYRK1B,TRUE,TRUE
Dyrk4,DYRK4,TRUE,TRUE
Dysf,DYSF,TRUE,TRUE
Dzip1,DZIP1,TRUE,TRUE
E030025P04Rik,NA,FALSE,FALSE
E130308A19Rik,KIAA1958,TRUE,TRUE
E130311K13Rik,C3orf33,FALSE,FALSE
E230025N22Rik,NA,FALSE,FALSE
E2f7,E2F7,TRUE,TRUE
E2f8,E2F8,TRUE,TRUE
E330034G19Rik,NA,FALSE,FALSE
Ebf1,EBF1,TRUE,TRUE
Ebf2,EBF2,TRUE,TRUE
Ebf3,EBF3,TRUE,TRUE
Ebna1bp2,EBNA1BP2,TRUE,TRUE
Ece1,ECE1,TRUE,TRUE
Ecel1,ECEL1,TRUE,TRUE
Echs1,ECHS1,TRUE,TRUE
Ecm1,ECM1,TRUE,TRUE
Ecm2,ECM2,TRUE,TRUE
Ecpas,ECPAS,TRUE,TRUE
Ect2,ECT2,TRUE,TRUE
Edc3,EDC3,TRUE,TRUE
Edc4,EDC4,TRUE,TRUE
Edem2,EDEM2,TRUE,TRUE
Edem3,EDEM3,TRUE,TRUE
Edn3,EDN3,TRUE,TRUE
Eed,EED,TRUE,TRUE
Eef1a1,EEF1A1,TRUE,TRUE
Eef2,EEF2,TRUE,TRUE
Efcab12,EFCAB12,TRUE,TRUE
Efcab5,EFCAB5,TRUE,TRUE
Efcab6,EFCAB6,TRUE,TRUE
Efemp2,EFEMP2,TRUE,TRUE
Efhc2,EFHC2,TRUE,TRUE
Efl1,EFL1,TRUE,TRUE
Egf,EGF,TRUE,TRUE
Egfem1,NA,FALSE,FALSE
Egfl6,EGFL6,TRUE,TRUE
Egfr,EGFR,TRUE,TRUE
Egr1,EGR1,TRUE,TRUE
Egr2,EGR2,TRUE,TRUE
Ehd2,EHD2,TRUE,TRUE
Ehd3,EHD3,TRUE,TRUE
Ehhadh,EHHADH,TRUE,TRUE
Ehmt2,EHMT2,TRUE,TRUE
Eif2ak1,EIF2AK1,TRUE,TRUE
Eif2b4,EIF2B4,TRUE,TRUE
Eif2b5,EIF2B5,TRUE,TRUE
Eif2d,EIF2D,TRUE,TRUE
Eif2s3x,EIF2S3,TRUE,TRUE
Eif3a,EIF3A,TRUE,TRUE
Eif3b,EIF3B,TRUE,TRUE
Eif3l,EIF3L,TRUE,TRUE
Eif3m,EIF3M,TRUE,TRUE
Eif4a3l1,EIF4A3,TRUE,TRUE
Eif4e2,EIF4E2,TRUE,TRUE
Eif4g1,EIF4G1,TRUE,TRUE
Eif4g2,EIF4G2,TRUE,TRUE
Eif4g3,EIF4G3,TRUE,TRUE
Eif5,EIF5,TRUE,TRUE
Elavl3,ELAVL3,TRUE,TRUE
Elavl4,ELAVL4,TRUE,TRUE
Elfn2,ELFN2,TRUE,TRUE
Ell,ELL,TRUE,TRUE
Ell3,ELL3,TRUE,TRUE
Elmo1,ELMO1,TRUE,TRUE
Elmsan1,NA,FALSE,FALSE
Eln,ELN,TRUE,TRUE
Eloa,ELOA,TRUE,TRUE
Elp1,ELP1,TRUE,TRUE
Elp3,ELP3,TRUE,TRUE
Emd,EMD,TRUE,TRUE
Eme1,EME1,TRUE,TRUE
Emid1,EMID1,TRUE,TRUE
Emilin1,EMILIN1,TRUE,TRUE
Emilin2,EMILIN2,TRUE,TRUE
Eml6,EML6,TRUE,TRUE
Emsy,EMSY,TRUE,TRUE
Emx2,EMX2,TRUE,TRUE
Enam,ENAM,TRUE,TRUE
Enc1,ENC1,TRUE,TRUE
Endou,ENDOU,TRUE,TRUE
Eng,ENG,TRUE,TRUE
Engase,ENGASE,TRUE,TRUE
Enho,ENHO,TRUE,TRUE
Eno1,ENO1,TRUE,TRUE
Eno4,ENO4,TRUE,TRUE
Enpp2,ENPP2,TRUE,TRUE
Enthd1,ENTHD1,TRUE,TRUE
Entpd1,ENTPD1,TRUE,TRUE
Entpd6,ENTPD6,TRUE,TRUE
Entpd8,ENTPD8,TRUE,TRUE
Ep300,EP300,TRUE,TRUE
Epb41,EPB41,TRUE,TRUE
Epb41l1,EPB41L1,TRUE,TRUE
Epb41l4a,EPB41L4A,TRUE,TRUE
Epb41l4b,EPB41L4B,TRUE,TRUE
Epc2,EPC2,TRUE,TRUE
Epdr1,EPDR1,TRUE,TRUE
Epg5,EPG5,TRUE,TRUE
Epha10,EPHA10,TRUE,TRUE
Epha2,EPHA2,TRUE,TRUE
Epha4,EPHA4,TRUE,TRUE
Epha8,EPHA8,TRUE,TRUE
Ephb1,EPHB1,TRUE,TRUE
Ephb2,EPHB2,TRUE,TRUE
Ephb6,EPHB6,TRUE,TRUE
Ephx2,EPHX2,TRUE,TRUE
Epm2a,EPM2A,TRUE,TRUE
Epn1,EPN1,TRUE,TRUE
Epn3,EPN3,TRUE,TRUE
Eppk1,EPPK1,TRUE,TRUE
Eprs,EPRS1,TRUE,TRUE
Eps15l1,EPS15L1,TRUE,TRUE
Eps8,EPS8,TRUE,TRUE
Eral1,ERAL1,TRUE,TRUE
Erbb2,ERBB2,TRUE,TRUE
Erbb3,ERBB3,TRUE,TRUE
Erbb4,ERBB4,TRUE,TRUE
Ercc2,ERCC2,TRUE,TRUE
Erg,ERG,TRUE,TRUE
Ergic1,ERGIC1,TRUE,TRUE
Ergic2,ERGIC2,TRUE,TRUE
Erich6b,ERICH6B,TRUE,TRUE
Ermard,ERMARD,TRUE,TRUE
Ermp1,ERMP1,TRUE,TRUE
Ern1,ERN1,TRUE,TRUE
Ern2,ERN2,TRUE,TRUE
Errfi1,ERRFI1,TRUE,TRUE
Esco2,ESCO2,TRUE,TRUE
Espl1,ESPL1,TRUE,TRUE
Espn,ESPN,TRUE,TRUE
Espnl,ESPNL,TRUE,TRUE
Esr1,ESR1,TRUE,TRUE
Esrra,ESRRA,TRUE,TRUE
Esrrg,ESRRG,TRUE,TRUE
Ess2,ESS2,TRUE,TRUE
Esyt3,ESYT3,TRUE,TRUE
Etaa1,ETAA1,TRUE,TRUE
Etl4,KIAA1217,TRUE,TRUE
Etnk2,ETNK2,TRUE,TRUE
Ets1,ETS1,TRUE,TRUE
Ets2,ETS2,TRUE,TRUE
Etv2,ETV2,TRUE,TRUE
Etv5,ETV5,TRUE,TRUE
Etv6,ETV6,TRUE,TRUE
Eva1b,EVA1B,TRUE,TRUE
Evc,EVC,TRUE,TRUE
Evc2,EVC2,TRUE,TRUE
Evpl,EVPL,TRUE,TRUE
Exo1,EXO1,TRUE,TRUE
Exoc1,EXOC1,TRUE,TRUE
Exoc3,EXOC3,TRUE,TRUE
Exoc3l,EXOC3L1,TRUE,TRUE
Exoc4,EXOC4,TRUE,TRUE
Exoc6,EXOC6,TRUE,TRUE
Exoc6b,EXOC6B,TRUE,TRUE
Exosc4,EXOSC4,TRUE,TRUE
Exosc9,EXOSC9,TRUE,TRUE
Ext1,EXT1,TRUE,TRUE
Ext2,EXT2,TRUE,TRUE
Extl1,EXTL1,TRUE,TRUE
Extl3,EXTL3,TRUE,TRUE
Eya1,EYA1,TRUE,TRUE
Eya2,EYA2,TRUE,TRUE
Eya3,EYA3,TRUE,TRUE
Ezh1,EZH1,TRUE,TRUE
Ezh2,EZH2,TRUE,TRUE
Ezr,EZR,TRUE,TRUE
F13a1,F13A1,TRUE,TRUE
F13b,F13B,TRUE,TRUE
F2,F2,TRUE,TRUE
F2rl1,F2RL1,TRUE,TRUE
F5,F5,TRUE,TRUE
F7,F7,TRUE,TRUE
F8a,F8A1,FALSE,FALSE
F9,F9,TRUE,TRUE
Faap100,FAAP100,TRUE,TRUE
Fabp4,FABP4,TRUE,TRUE
Fabp9,FABP9,TRUE,TRUE
Fads2,FADS2,TRUE,TRUE
Fads3,FADS3,TRUE,TRUE
Faf2,FAF2,TRUE,TRUE
Fahd1,FAHD1,FALSE,FALSE
Faiml,FAIM,TRUE,TRUE
Fam102a,EEIG1,TRUE,TRUE
Fam118a,FAM118A,TRUE,TRUE
Fam120a,FAM120A,TRUE,TRUE
Fam126a,NA,FALSE,FALSE
Fam131c,FAM131C,TRUE,TRUE
Fam135a,FAM135A,TRUE,TRUE
Fam135b,FAM135B,TRUE,TRUE
Fam149b,FAM149B1,TRUE,TRUE
Fam151a,FAM151A,TRUE,TRUE
Fam155a,NA,FALSE,FALSE
Fam160a1,NA,FALSE,FALSE
Fam161a,FAM161A,TRUE,TRUE
Fam161b,FAM161B,TRUE,TRUE
Fam167a,FAM167A,TRUE,TRUE
Fam168a,FAM168A,TRUE,TRUE
Fam169b,FAM169BP,TRUE,TRUE
Fam170b,FAM170B,TRUE,TRUE
Fam171b,FAM171B,TRUE,TRUE
Fam174b,FAM174B,TRUE,TRUE
Fam180a,FAM180A,TRUE,TRUE
Fam181b,FAM181B,TRUE,TRUE
Fam184b,FAM184B,TRUE,TRUE
Fam186a,FAM186A,TRUE,TRUE
Fam186b,FAM186B,TRUE,TRUE
Fam189a1,NA,FALSE,FALSE
Fam193b,FAM193B,TRUE,TRUE
Fam20c,FAM20C,TRUE,TRUE
Fam216b,FAM216B,TRUE,TRUE
Fam217a,FAM217A,TRUE,TRUE
Fam221a,FAM221A,TRUE,TRUE
Fam227a,FAM227A,TRUE,TRUE
Fam49a,NA,FALSE,FALSE
Fam76a,FAM76A,TRUE,TRUE
Fam83b,FAM83B,TRUE,TRUE
Fam83g,FAM83G,TRUE,TRUE
Fam83h,FAM83H,TRUE,TRUE
Fam89b,FAM89B,TRUE,TRUE
Fam90a1a,FAM90A1,TRUE,TRUE
Fam98c,FAM98C,TRUE,TRUE
Fan1,FAN1,TRUE,TRUE
Fancd2,FANCD2,TRUE,TRUE
Fanci,FANCI,TRUE,TRUE
Far2,FAR2,TRUE,TRUE
Fars2,FARS2,TRUE,TRUE
Farsa,FARSA,TRUE,TRUE
Fasl,FASLG,TRUE,TRUE
Fasn,FASN,TRUE,TRUE
Fastkd1,FASTKD1,TRUE,TRUE
Fastkd3,FASTKD3,TRUE,TRUE
Fastkd5,FASTKD5,TRUE,TRUE
Fat1,FAT1,TRUE,TRUE
Fat2,FAT2,TRUE,TRUE
Fat3,FAT3,TRUE,TRUE
Fat4,FAT4,TRUE,TRUE
Fbf1,FBF1,TRUE,TRUE
Fbh1,FBH1,TRUE,TRUE
Fbln2,FBLN2,TRUE,TRUE
Fbln5,FBLN5,TRUE,TRUE
Fbn1,FBN1,TRUE,TRUE
Fbn2,FBN2,TRUE,TRUE
Fbp1,FBP1,TRUE,TRUE
Fbp2,FBP2,TRUE,TRUE
Fbxl2,FBXL2,TRUE,TRUE
Fbxl8,FBXL8,TRUE,TRUE
Fbxo10,FBXO10,TRUE,TRUE
Fbxo21,FBXO21,TRUE,TRUE
Fbxo25,FBXO25,TRUE,TRUE
Fbxo32,FBXO32,TRUE,TRUE
Fbxo34,FBXO34,TRUE,TRUE
Fbxo38,FBXO38,TRUE,TRUE
Fbxo39,FBXO39,TRUE,TRUE
Fbxo40,FBXO40,TRUE,TRUE
Fbxo41,FBXO41,TRUE,TRUE
Fbxo42,FBXO42,TRUE,TRUE
Fbxo43,FBXO43,TRUE,TRUE
Fbxo46,FBXO46,TRUE,TRUE
Fbxo7,FBXO7,TRUE,TRUE
Fbxw10,FBXW10,TRUE,TRUE
Fbxw11,FBXW11,TRUE,TRUE
Fbxw16,FBXW12,TRUE,TRUE
Fbxw20,FBXW12,TRUE,TRUE
Fbxw21,FBXW12,TRUE,TRUE
Fbxw22,FBXW12,TRUE,TRUE
Fbxw25,FBXW12,TRUE,TRUE
Fcgbp,FCGBP,TRUE,TRUE
Fcna,FCN1,TRUE,TRUE
Fcrla,FCRLA,TRUE,TRUE
Fdft1,FDFT1,TRUE,TRUE
Fech,FECH,TRUE,TRUE
Fem1al,FEM1A,TRUE,TRUE
Fen1,FEN1,TRUE,TRUE
Fer1l4,FER1L4,FALSE,FALSE
Fer1l5,FER1L5,TRUE,TRUE
Fezf1,FEZF1,TRUE,TRUE
Ffar3,FFAR3,TRUE,TRUE
Fgb,FGB,TRUE,TRUE
Fgd2,FGD2,TRUE,TRUE
Fgd5,FGD5,TRUE,TRUE
Fgfr1,FGFR1,TRUE,TRUE
Fgfr3,FGFR3,TRUE,TRUE
Fgfrl1,FGFRL1,TRUE,TRUE
Fggy,FGGY,TRUE,TRUE
Fgl2,FGL2,TRUE,TRUE
Fhdc1,FHDC1,TRUE,TRUE
Fibp,FIBP,TRUE,TRUE
Fig4,FIG4,TRUE,TRUE
Figla,FIGLA,TRUE,TRUE
Fign,FIGN,TRUE,TRUE
Filip1,FILIP1,TRUE,TRUE
Fis1,FIS1,TRUE,TRUE
Fkbp15,FKBP15,TRUE,TRUE
Fkbp3,FKBP3,TRUE,TRUE
Fkbp4,FKBP4,TRUE,TRUE
Flad1,FLAD1,TRUE,TRUE
Flcn,FLCN,TRUE,TRUE
Flg2,FLG2,TRUE,TRUE
Flnb,FLNB,TRUE,TRUE
Flt3,FLT3,TRUE,TRUE
Flt4,FLT4,TRUE,TRUE
Flywch2,FLYWCH2,TRUE,TRUE
Fmo9,FMO5,TRUE,TRUE
Fmod,FMOD,TRUE,TRUE
Fn1,FN1,TRUE,TRUE
Fndc1,FNDC1,TRUE,TRUE
Fndc3b,FNDC3B,TRUE,TRUE
Fndc3c1,NA,FALSE,FALSE
Fnip2,FNIP2,TRUE,TRUE
Fntb,FNTB,TRUE,TRUE
Focad,FOCAD,TRUE,TRUE
Folh1,FOLH1,TRUE,TRUE
Folr2,FOLR2,FALSE,FALSE
Fos,FOS,TRUE,TRUE
Foxa1,FOXA1,TRUE,TRUE
Foxi3,FOXI3,TRUE,TRUE
Foxj2,FOXJ2,TRUE,TRUE
Foxj3,FOXJ3,TRUE,TRUE
Foxk1,FOXK1,TRUE,TRUE
Foxn2,FOXN2,TRUE,TRUE
Foxn4,FOXN4,TRUE,TRUE
Foxo3,FOXO3,TRUE,TRUE
Foxp1,FOXP1,TRUE,TRUE
Foxp2,FOXP2,TRUE,TRUE
Foxp4,FOXP4,TRUE,TRUE
Foxs1,FOXS1,TRUE,TRUE
Fpr3,FPR2,TRUE,TRUE
Fras1,FRAS1,TRUE,TRUE
Frem1,FREM1,TRUE,TRUE
Frem2,FREM2,TRUE,TRUE
Frem3,FREM3,TRUE,TRUE
Frmd3,FRMD3,TRUE,TRUE
Frmd4a,FRMD4A,TRUE,TRUE
Frmpd2,FRMPD2,TRUE,TRUE
Frmpd3,FRMPD3,TRUE,TRUE
Frrs1,FRRS1,TRUE,TRUE
Fry,FRY,TRUE,TRUE
Fryl,FRYL,TRUE,TRUE
Fscb,FSCB,TRUE,TRUE
Fscn1,FSCN1,TRUE,TRUE
Fsip2l,NA,FALSE,FALSE
Fstl1,FSTL1,TRUE,TRUE
Fthl17f,FTHL17,FALSE,FALSE
Ftsj3,FTSJ3,TRUE,TRUE
Fuca1,FUCA1,TRUE,TRUE
Fuom,FUOM,TRUE,TRUE
Fus,FUS,TRUE,TRUE
Fxn,FXN,TRUE,TRUE
Fxyd1,FXYD1,TRUE,TRUE
Fyco1,FYCO1,TRUE,TRUE
Fzd1,FZD1,TRUE,TRUE
Fzd3,FZD3,TRUE,TRUE
Fzd9,FZD9,TRUE,TRUE
G530012D18Rik,NA,FALSE,FALSE
Gabarapl1,GABARAPL1,TRUE,TRUE
Gabbr1,GABBR1,TRUE,TRUE
Gabra6,GABRA6,TRUE,TRUE
Gabrd,GABRD,TRUE,TRUE
Gabrg1,GABRG1,TRUE,TRUE
Gabrr1,GABRR1,TRUE,TRUE
Gabrr2,GABRR2,TRUE,TRUE
Gad2,GAD2,TRUE,TRUE
Gadl1,GADL1,TRUE,TRUE
Gak,GAK,TRUE,TRUE
Galm,GALM,TRUE,TRUE
Galnt1,GALNT1,TRUE,TRUE
Galnt11,GALNT11,TRUE,TRUE
Galnt16,GALNT16,TRUE,TRUE
Galnt18,GALNT18,TRUE,TRUE
Galnt9,GALNT9,TRUE,TRUE
Gapvd1,GAPVD1,TRUE,TRUE
Garnl3,GARNL3,TRUE,TRUE
Gatad2a,GATAD2A,TRUE,TRUE
Gatm,GATM,TRUE,TRUE
Gba,GBA1,TRUE,TRUE
Gba2,GBA2,TRUE,TRUE
Gbf1,GBF1,TRUE,TRUE
Gbgt1,GBGT1,TRUE,TRUE
Gbp10,GBP4,TRUE,TRUE
Gbp11,GBP6,TRUE,TRUE
Gbp7,GBP4,TRUE,TRUE
Gbp9,GBP4,TRUE,TRUE
Gcgr,GCGR,TRUE,TRUE
Gckr,GCKR,TRUE,TRUE
Gcm1,GCM1,TRUE,TRUE
Gcn1,GCN1,TRUE,TRUE
Gcnt4,GCNT4,TRUE,TRUE
Gcnt7,GCNT7,TRUE,TRUE
Gdap2,GDAP2,TRUE,TRUE
Gdf2,GDF2,TRUE,TRUE
Gdf3,GDF3,TRUE,TRUE
Gemin5,GEMIN5,TRUE,TRUE
Gen1,GEN1,TRUE,TRUE
Gfap,GFAP,TRUE,TRUE
Gfi1b,GFI1B,TRUE,TRUE
Gfpt1,GFPT1,TRUE,TRUE
Gfra2,GFRA2,TRUE,TRUE
Gfra3,GFRA3,TRUE,TRUE
Gga2,GGA2,TRUE,TRUE
Gga3,GGA3,TRUE,TRUE
Ggnbp1,NA,FALSE,FALSE
Ggt7,GGT7,TRUE,TRUE
Ghr,GHR,TRUE,TRUE
Ghrhr,GHRHR,TRUE,TRUE
Ghsr,GHSR,TRUE,TRUE
Gin1,GIN1,TRUE,TRUE
Gip,GIP,TRUE,TRUE
Gipr,GIPR,TRUE,TRUE
Git1,GIT1,TRUE,TRUE
Gja3,GJA3,TRUE,TRUE
Gja4,GJA4,TRUE,TRUE
Gja8,GJA8,TRUE,TRUE
Gjb1,GJB1,TRUE,TRUE
Gjc1,GJC1,TRUE,TRUE
Gk5,GK5,TRUE,TRUE
Gkn1,GKN1,TRUE,TRUE
Glb1l2,GLB1L2,TRUE,TRUE
Glb1l3,GLB1L3,TRUE,TRUE
Gldc,GLDC,TRUE,TRUE
Glg1,GLG1,TRUE,TRUE
Gli2,GLI2,TRUE,TRUE
Gli3,GLI3,TRUE,TRUE
Glod4,GLOD4,TRUE,TRUE
Glrb,GLRB,TRUE,TRUE
Glrp1,NA,FALSE,FALSE
Gls2,GLS2,TRUE,TRUE
Gltpd2,GLTPD2,TRUE,TRUE
Glud1,GLUD1,TRUE,TRUE
Gm10125,NA,FALSE,FALSE
Gm10131,NA,FALSE,FALSE
Gm10220,NA,FALSE,FALSE
Gm10319,NA,FALSE,FALSE
Gm10354,NA,FALSE,FALSE
Gm10434,NA,FALSE,FALSE
Gm10471,NA,FALSE,FALSE
Gm10717,NA,FALSE,FALSE
Gm10722,NA,FALSE,FALSE
Gm10799,NA,FALSE,FALSE
Gm10800,NA,FALSE,FALSE
Gm10801,NA,FALSE,FALSE
Gm1110,NA,FALSE,FALSE
Gm11168,NA,FALSE,FALSE
Gm11554,KRTAP4-11,TRUE,TRUE
Gm11555,KRTAP4-11,TRUE,TRUE
Gm11559,KRTAP9-2,TRUE,TRUE
Gm11563,KRTAP4-11,TRUE,TRUE
Gm11564,KRTAP4-3,TRUE,TRUE
Gm11567,KRTAP9-2,TRUE,TRUE
Gm11568,KRTAP9-2,TRUE,TRUE
Gm11569,KRTAP4-9,TRUE,TRUE
Gm11595,KRTAP4-3,TRUE,TRUE
Gm11596,KRTAP4-3,TRUE,TRUE
Gm11639,EFCAB13,TRUE,TRUE
Gm11808,UBA52,TRUE,TRUE
Gm11992,C7orf57,FALSE,FALSE
Gm12166,SFT2D1,TRUE,TRUE
Gm12258,NA,FALSE,FALSE
Gm12695,C1orf87,FALSE,FALSE
Gm13078,NA,FALSE,FALSE
Gm13212,NA,FALSE,FALSE
Gm13713,NA,FALSE,FALSE
Gm14190,NA,FALSE,FALSE
Gm14698,NA,FALSE,FALSE
Gm15114,NA,FALSE,FALSE
Gm15217,NA,FALSE,FALSE
Gm15429,NA,FALSE,FALSE
Gm16026,NA,FALSE,FALSE
Gm17019,NA,FALSE,FALSE
Gm17079,NA,FALSE,FALSE
Gm18596,KRTAP10-11,TRUE,TRUE
Gm19668,KRTAP10-11,TRUE,TRUE
Gm1979,NA,FALSE,FALSE
Gm1989,NA,FALSE,FALSE
Gm2022,NA,FALSE,FALSE
Gm20721,NA,FALSE,FALSE
Gm21083,NA,FALSE,FALSE
Gm21190,NA,FALSE,FALSE
Gm21663,NA,FALSE,FALSE
Gm21738,NA,FALSE,FALSE
Gm21976,LDLRAD1,TRUE,TRUE
Gm2411,CLDN34,TRUE,TRUE
Gm26566,NA,FALSE,FALSE
Gm2888,NA,FALSE,FALSE
Gm3259,NA,FALSE,FALSE
Gm3285,KRTAP10-11,TRUE,TRUE
Gm3486,NA,FALSE,FALSE
Gm42416,NA,FALSE,FALSE
Gm43495,NA,FALSE,FALSE
Gm44579,NA,FALSE,FALSE
Gm45337,KRTAP5-1,TRUE,TRUE
Gm4553,NA,FALSE,FALSE
Gm45618,KRTAP5-1,TRUE,TRUE
Gm45837,PDE2A,TRUE,TRUE
Gm45902,MSANTD7,FALSE,FALSE
Gm47189,NA,FALSE,FALSE
Gm4846,NA,FALSE,FALSE
Gm4847,NA,FALSE,FALSE
Gm4884,C2orf78,FALSE,FALSE
Gm4922,NA,FALSE,FALSE
Gm49391,NA,FALSE,FALSE
Gm49396,U2AF1L4,TRUE,TRUE
Gm4952,NA,FALSE,FALSE
Gm4981,NA,FALSE,FALSE
Gm4985,NA,FALSE,FALSE
Gm49918,NA,FALSE,FALSE
Gm5114,C2orf78,FALSE,FALSE
Gm5134,NA,FALSE,FALSE
Gm5244,RPLP1,TRUE,TRUE
Gm5414,KRT6A,TRUE,TRUE
Gm5442,NA,FALSE,FALSE
Gm5458,NA,FALSE,FALSE
Gm5478,KRT6A,TRUE,TRUE
Gm5591,C2orf78,FALSE,FALSE
Gm5862,NA,FALSE,FALSE
Gm6309,NA,FALSE,FALSE
Gm6588,NA,FALSE,FALSE
Gm6614,SLCO1A2,TRUE,TRUE
Gm7361,NA,FALSE,FALSE
Gm7579,KRTAP5-8,TRUE,TRUE
Gm7697,NA,FALSE,FALSE
Gm7889,NA,FALSE,FALSE
Gm8122,NA,FALSE,FALSE
Gm8159,NA,FALSE,FALSE
Gm884,LRRC37A,TRUE,TRUE
Gm8882,PRB2,TRUE,TRUE
Gm9736,KRTAP10-11,TRUE,TRUE
Gm9758,NA,FALSE,FALSE
Gmds,GMDS,TRUE,TRUE
Gmeb1,GMEB1,TRUE,TRUE
Gmip,GMIP,TRUE,TRUE
Gmppa,GMPPA,TRUE,TRUE
Gmppb,GMPPB,TRUE,TRUE
Gmpr,GMPR,TRUE,TRUE
Gna11,GNA11,TRUE,TRUE
Gnas,GNAS,TRUE,TRUE
Gnaz,GNAZ,TRUE,TRUE
Gnb1,GNB1,TRUE,TRUE
Gnb1l,GNB1L,TRUE,TRUE
Gnb4,GNB4,TRUE,TRUE
Gnptg,GNPTG,TRUE,TRUE
Gns,GNS,TRUE,TRUE
Golga3,GOLGA3,TRUE,TRUE
Golgb1,GOLGB1,TRUE,TRUE
Golim4,GOLIM4,TRUE,TRUE
Gorab,GORAB,TRUE,TRUE
Gosr1,GOSR1,TRUE,TRUE
Gp1ba,GP1BA,TRUE,TRUE
Gpat2,GPAT2,TRUE,TRUE
Gpatch2l,GPATCH2L,TRUE,TRUE
Gpatch8,GPATCH8,TRUE,TRUE
Gpbp1l1,GPBP1L1,TRUE,TRUE
Gpc2,GPC2,TRUE,TRUE
Gpc6,GPC6,TRUE,TRUE
Gpd1,GPD1,TRUE,TRUE
Gpd2,GPD2,TRUE,TRUE
Gper1,GPER1,TRUE,TRUE
Gpn2,GPN2,TRUE,TRUE
Gpr101,GPR101,TRUE,TRUE
Gpr119,GPR119,TRUE,TRUE
Gpr143,GPR143,TRUE,TRUE
Gpr149,GPR149,TRUE,TRUE
Gpr152,GPR152,TRUE,TRUE
Gpr162,GPR162,TRUE,TRUE
Gpr179,GPR179,TRUE,TRUE
Gpr26,GPR26,TRUE,TRUE
Gpr34,GPR34,TRUE,TRUE
Gpr37,GPR37,TRUE,TRUE
Gpr39,GPR39,TRUE,TRUE
Gpr65,GPR65,TRUE,TRUE
Gpr89,GPR89A,TRUE,TRUE
Gprc5a,GPRC5A,TRUE,TRUE
Gprc5b,GPRC5B,TRUE,TRUE
Gprc5d,GPRC5D,TRUE,TRUE
Gprc6a,GPRC6A,TRUE,TRUE
Gprin1,GPRIN1,TRUE,TRUE
Gpsm1,GPSM1,TRUE,TRUE
Gpsm3,GPSM3,TRUE,TRUE
Gpt,GPT,TRUE,TRUE
Gpx1,GPX1,FALSE,FALSE
Gramd1b,GRAMD1B,TRUE,TRUE
Gramd4,GRAMD4,TRUE,TRUE
Grb14,GRB14,TRUE,TRUE
Grb7,GRB7,TRUE,TRUE
Greb1,GREB1,TRUE,TRUE
Greb1l,GREB1L,TRUE,TRUE
Grem1,GREM1,TRUE,TRUE
Grem2,GREM2,TRUE,TRUE
Gria3,GRIA3,TRUE,TRUE
Gria4,GRIA4,TRUE,TRUE
Grid1,GRID1,TRUE,TRUE
Grid2ip,GRID2IP,TRUE,TRUE
Grik1,GRIK1,TRUE,TRUE
Grik2,GRIK2,TRUE,TRUE
Grik3,GRIK3,TRUE,TRUE
Grik4,GRIK4,TRUE,TRUE
Grik5,GRIK5,TRUE,TRUE
Grin2a,GRIN2A,TRUE,TRUE
