gene_symbol,gene_id,protein_id,gene_length_bp,n_mutations,is_candidate,candidate_group,gene_class
Krt40,ENSMUSG00000059169,ENSMUSP00000073869,1320,1,FALSE,NA,Other genes
Krt6a,ENSMUSG00000058354,ENSMUSP00000023788,1662,4,FALSE,NA,Other genes
Krt71,ENSMUSG00000051879,ENSMUSP00000023710,1575,1,FALSE,NA,Other genes
Krt72,ENSMUSG00000056605,ENSMUSP00000065922,1563,1,FALSE,NA,Other genes
Krt73,ENSMUSG00000063661,ENSMUSP00000065349,1620,1,FALSE,NA,Other genes
Krt78,ENSMUSG00000050463,ENSMUSP00000126197,3207,2,FALSE,NA,Other genes
Krt8,ENSMUSG00000049382,ENSMUSP00000023952,1473,1,FALSE,NA,Other genes
Krt81,ENSMUSG00000067615,ENSMUSP00000056525,1446,2,FALSE,NA,Other genes
Krt82,ENSMUSG00000049548,ENSMUSP00000023713,1551,2,FALSE,NA,Other genes
Krt84,ENSMUSG00000044294,ENSMUSP00000023720,1812,1,FALSE,NA,Other genes
Krt86,ENSMUSG00000067614,ENSMUSP00000085365,1461,1,FALSE,NA,Other genes
Krt90,ENSMUSG00000048699,ENSMUSP00000023714,1617,1,FALSE,NA,Other genes
Krtap1-3,ENSMUSG00000078131,ENSMUSP00000100535,522,7,FALSE,NA,Other genes
Krtap10-10,ENSMUSG00000112223,ENSMUSP00000151758,654,2,FALSE,NA,Other genes
Krtap10-4,ENSMUSG00000069582,ENSMUSP00000139550,666,2,FALSE,NA,Other genes
Krtap13,ENSMUSG00000050224,ENSMUSP00000061716,594,2,FALSE,NA,Other genes
Krtap16-1,ENSMUSG00000078253,ENSMUSP00000100671,1509,1,FALSE,NA,Other genes
Krtap19-1,ENSMUSG00000060691,ENSMUSP00000132718,264,2,FALSE,NA,Other genes
Krtap19-3,ENSMUSG00000060469,ENSMUSP00000133176,264,2,FALSE,NA,Other genes
Krtap21-1,ENSMUSG00000058368,ENSMUSP00000077524,387,2,FALSE,NA,Other genes
Krtap24-1,ENSMUSG00000050239,ENSMUSP00000052005,747,1,FALSE,NA,Other genes
Krtap4-1,ENSMUSG00000063251,ENSMUSP00000079799,510,7,FALSE,NA,Other genes
Krtap4-13,ENSMUSG00000048294,ENSMUSP00000053810,498,6,FALSE,NA,Other genes
Krtap4-16,ENSMUSG00000046474,ENSMUSP00000103060,609,35,FALSE,NA,Other genes
Krtap4-2,ENSMUSG00000044649,ENSMUSP00000056162,504,3,FALSE,NA,Other genes
Krtap4-6,ENSMUSG00000075566,ENSMUSP00000098045,588,29,FALSE,NA,Other genes
Krtap4-7,ENSMUSG00000045109,ENSMUSP00000053711,507,19,FALSE,NA,Other genes
Krtap4-8,ENSMUSG00000089724,ENSMUSP00000103063,630,5,FALSE,NA,Other genes
Krtap4-9,ENSMUSG00000078262,ENSMUSP00000100680,735,32,FALSE,NA,Other genes
Krtap5-2,ENSMUSG00000054759,ENSMUSP00000140784,1104,7,FALSE,NA,Other genes
Krtap5-3,ENSMUSG00000046248,ENSMUSP00000141116,1071,1,FALSE,NA,Other genes
Krtap5-5,ENSMUSG00000073785,ENSMUSP00000095555,726,1,FALSE,NA,Other genes
Krtap9-1,ENSMUSG00000070335,ENSMUSP00000091468,561,6,FALSE,NA,Other genes
Krtap9-3,ENSMUSG00000049809,ENSMUSP00000057445,411,1,FALSE,NA,Other genes
Krtap9-5,ENSMUSG00000078255,ENSMUSP00000100673,1077,15,FALSE,NA,Other genes
Ksr1,ENSMUSG00000018334,ENSMUSP00000018478,2622,2,FALSE,NA,Other genes
Ksr2,ENSMUSG00000061578,ENSMUSP00000137670,2856,2,FALSE,NA,Other genes
Ky,ENSMUSG00000035606,ENSMUSP00000036032,1986,2,FALSE,NA,Other genes
L3mbtl2,ENSMUSG00000022394,ENSMUSP00000133967,2220,1,FALSE,NA,Other genes
L3mbtl3,ENSMUSG00000039089,ENSMUSP00000133479,2652,1,FALSE,NA,Other genes
Lama1,ENSMUSG00000032796,ENSMUSP00000043957,9252,1,FALSE,NA,Other genes
Lama2,ENSMUSG00000019899,ENSMUSP00000090304,9357,3,FALSE,NA,Other genes
Lama3,ENSMUSG00000024421,ENSMUSP00000089703,9993,3,FALSE,NA,Other genes
Lama4,ENSMUSG00000019846,ENSMUSP00000019992,5451,3,FALSE,NA,Other genes
Lama5,ENSMUSG00000015647,ENSMUSP00000015791,11157,1,FALSE,NA,Other genes
Lamb1,ENSMUSG00000002900,ENSMUSP00000159366,5505,3,FALSE,NA,Other genes
Lamb2,ENSMUSG00000052911,ENSMUSP00000069087,5400,1,FALSE,NA,Other genes
Lamc3,ENSMUSG00000026840,ENSMUSP00000028187,4746,1,FALSE,NA,Other genes
Lamp2,ENSMUSG00000016534,ENSMUSP00000074448,1251,1,FALSE,NA,Other genes
Lancl3,ENSMUSG00000047344,ENSMUSP00000064516,1263,1,FALSE,NA,Other genes
Laptm5,ENSMUSG00000028581,ENSMUSP00000118415,786,1,FALSE,NA,Other genes
Large1,ENSMUSG00000004383,ENSMUSP00000112617,2271,1,FALSE,NA,Other genes
Larp4,ENSMUSG00000023025,ENSMUSP00000097780,2160,1,FALSE,NA,Other genes
Larp4b,ENSMUSG00000033499,ENSMUSP00000140993,2226,1,FALSE,NA,Other genes
Las1l,ENSMUSG00000057421,ENSMUSP00000109495,2331,2,FALSE,NA,Other genes
Lat,ENSMUSG00000030742,ENSMUSP00000032997,729,1,FALSE,NA,Other genes
Lats1,ENSMUSG00000040021,ENSMUSP00000132078,3390,2,FALSE,NA,Other genes
Lax1,ENSMUSG00000051998,ENSMUSP00000131126,1224,3,FALSE,NA,Other genes
Lbhd2,ENSMUSG00000087075,ENSMUSP00000128648,345,1,FALSE,NA,Other genes
Lbp,ENSMUSG00000016024,ENSMUSP00000016168,1446,1,FALSE,NA,Other genes
Lce1c,ENSMUSG00000042092,ENSMUSP00000045573,444,1,FALSE,NA,Other genes
Lce1i,ENSMUSG00000068888,ENSMUSP00000088379,450,1,FALSE,NA,Other genes
Lce6a,ENSMUSG00000086848,ENSMUSP00000114595,246,1,FALSE,NA,Other genes
Lcmt2,ENSMUSG00000074890,ENSMUSP00000106302,2061,1,FALSE,NA,Other genes
Lcn10,ENSMUSG00000047356,ENSMUSP00000059353,549,1,FALSE,NA,Other genes
Lct,ENSMUSG00000026354,ENSMUSP00000073190,5796,1,FALSE,NA,Other genes
Ldb1,ENSMUSG00000025223,ENSMUSP00000118546,1236,1,FALSE,NA,Other genes
Ldb3,ENSMUSG00000021798,ENSMUSP00000022327,2172,1,FALSE,NA,Other genes
Ldc1,ENSMUSG00000023120,ENSMUSP00000023884,1278,2,FALSE,NA,Other genes
Ldhb,ENSMUSG00000030246,ENSMUSP00000032373,1005,2,FALSE,NA,Other genes
Ldhc,ENSMUSG00000030851,ENSMUSP00000014545,999,1,FALSE,NA,Other genes
Ldlr,ENSMUSG00000032193,ENSMUSP00000034713,2589,1,FALSE,NA,Other genes
Ldlrad1,ENSMUSG00000070877,ENSMUSP00000092521,657,1,FALSE,NA,Other genes
Lfng,ENSMUSG00000029570,ENSMUSP00000031555,1137,1,FALSE,NA,Other genes
Lgi3,ENSMUSG00000033595,ENSMUSP00000046705,1647,1,FALSE,NA,Other genes
Lgr6,ENSMUSG00000042793,ENSMUSP00000035444,2904,1,FALSE,NA,Other genes
Lhcgr,ENSMUSG00000024107,ENSMUSP00000024916,2103,1,FALSE,NA,Other genes
Lhx2,ENSMUSG00000000247,ENSMUSP00000000253,1221,1,FALSE,NA,Other genes
Lhx9,ENSMUSG00000019230,ENSMUSP00000107657,1194,1,FALSE,NA,Other genes
Lilra6,ENSMUSG00000030427,ENSMUSP00000042636,1992,1,FALSE,NA,Other genes
Lilrb4a,ENSMUSG00000112148,ENSMUSP00000077833,1008,2,FALSE,NA,Other genes
Lim2,ENSMUSG00000118560,ENSMUSP00000158870,558,1,FALSE,NA,Other genes
Limk1,ENSMUSG00000029674,ENSMUSP00000015137,1944,1,FALSE,NA,Other genes
Lin28b,ENSMUSG00000063804,ENSMUSP00000078361,816,1,FALSE,NA,Other genes
Lin54,ENSMUSG00000035310,ENSMUSP00000123425,2250,1,FALSE,NA,Other genes
Lingo3,ENSMUSG00000051067,ENSMUSP00000054960,1770,1,FALSE,NA,Other genes
Lins1,ENSMUSG00000053091,ENSMUSP00000112404,2295,1,FALSE,NA,Other genes
Lipa,ENSMUSG00000024781,ENSMUSP00000136967,1194,1,FALSE,NA,Other genes
Lipc,ENSMUSG00000032207,ENSMUSP00000034731,1533,1,FALSE,NA,Other genes
Lipe,ENSMUSG00000003123,ENSMUSP00000123485,3219,1,FALSE,NA,Other genes
Lipn,ENSMUSG00000024770,ENSMUSP00000025682,1203,1,FALSE,NA,Other genes
Lkaaear1,ENSMUSG00000045794,ENSMUSP00000061134,597,1,FALSE,NA,Other genes
Lmbr1l,ENSMUSG00000022999,ENSMUSP00000023736,1470,1,FALSE,NA,Other genes
Lmbrd1,ENSMUSG00000073725,ENSMUSP00000140783,1614,1,FALSE,NA,Other genes
Lmf1,ENSMUSG00000002279,ENSMUSP00000112340,1725,2,FALSE,NA,Other genes
Lmnb1,ENSMUSG00000024590,ENSMUSP00000025486,1767,1,FALSE,NA,Other genes
Lmntd2,ENSMUSG00000025500,ENSMUSP00000130905,2025,1,FALSE,NA,Other genes
Lmod1,ENSMUSG00000048096,ENSMUSP00000061597,1788,1,FALSE,NA,Other genes
Lmtk2,ENSMUSG00000038970,ENSMUSP00000048238,4416,2,FALSE,NA,Other genes
Lmtk3,ENSMUSG00000062044,ENSMUSP00000148041,4353,1,FALSE,NA,Other genes
Lmx1a,ENSMUSG00000026686,ENSMUSP00000107008,1149,2,FALSE,NA,Other genes
Lonrf2,ENSMUSG00000048814,ENSMUSP00000117600,2265,1,FALSE,NA,Other genes
Lonrf3,ENSMUSG00000016239,ENSMUSP00000016383,2262,2,FALSE,NA,Other genes
Lox,ENSMUSG00000024529,ENSMUSP00000025409,1236,1,FALSE,NA,Other genes
Loxhd1,ENSMUSG00000032818,ENSMUSP00000114988,6651,7,FALSE,NA,Other genes
Lpcat1,ENSMUSG00000021608,ENSMUSP00000022099,1605,1,FALSE,NA,Other genes
Lpcat4,ENSMUSG00000027134,ENSMUSP00000028554,1575,1,FALSE,NA,Other genes
Lpgat1,ENSMUSG00000026623,ENSMUSP00000106480,1230,1,FALSE,NA,Other genes
Lpin2,ENSMUSG00000024052,ENSMUSP00000118610,2796,2,FALSE,NA,Other genes
Lpin3,ENSMUSG00000027412,ENSMUSP00000105083,2577,2,FALSE,NA,Other genes
Lpl,ENSMUSG00000015568,ENSMUSP00000015712,1425,1,FALSE,NA,Other genes
Lpo,ENSMUSG00000009356,ENSMUSP00000099466,2133,1,FALSE,NA,Other genes
Lpxn,ENSMUSG00000024696,ENSMUSP00000025601,1161,1,FALSE,NA,Other genes
Lrba,ENSMUSG00000028080,ENSMUSP00000103261,8565,1,FALSE,NA,Other genes
Lrch1,ENSMUSG00000068015,ENSMUSP00000086363,2130,1,FALSE,NA,Other genes
Lrch2,ENSMUSG00000031290,ENSMUSP00000108438,2322,1,FALSE,NA,Other genes
Lrfn5,ENSMUSG00000035653,ENSMUSP00000051546,2241,1,FALSE,NA,Other genes
Lrg1,ENSMUSG00000037095,ENSMUSP00000038048,1029,1,FALSE,NA,Other genes
Lrig1,ENSMUSG00000030029,ENSMUSP00000144963,3276,2,FALSE,NA,Other genes
Lrig3,ENSMUSG00000020105,ENSMUSP00000074360,3354,1,FALSE,NA,Other genes
Lrit1,ENSMUSG00000041044,ENSMUSP00000113964,1875,1,FALSE,NA,Other genes
Lrit2,ENSMUSG00000043418,ENSMUSP00000056642,1650,1,FALSE,NA,Other genes
Lrp1,ENSMUSG00000040249,ENSMUSP00000044004,13638,9,FALSE,NA,Other genes
Lrp10,ENSMUSG00000022175,ENSMUSP00000022782,2142,1,FALSE,NA,Other genes
Lrp11,ENSMUSG00000019796,ENSMUSP00000019931,1452,1,FALSE,NA,Other genes
Lrp12,ENSMUSG00000022305,ENSMUSP00000022916,2577,1,FALSE,NA,Other genes
Lrp2,ENSMUSG00000027070,ENSMUSP00000079752,13983,7,FALSE,NA,Other genes
Lrp4,ENSMUSG00000027253,ENSMUSP00000028689,5718,1,FALSE,NA,Other genes
Lrp5,ENSMUSG00000024913,ENSMUSP00000025856,4845,2,FALSE,NA,Other genes
Lrp6,ENSMUSG00000030201,ENSMUSP00000032322,4842,1,FALSE,NA,Other genes
Lrp8,ENSMUSG00000028613,ENSMUSP00000115854,2991,1,FALSE,NA,Other genes
Lrpap1,ENSMUSG00000029103,ENSMUSP00000030986,1083,1,FALSE,NA,Other genes
Lrpprc,ENSMUSG00000024120,ENSMUSP00000107927,4179,1,FALSE,NA,Other genes
Lrrc14b,ENSMUSG00000021579,ENSMUSP00000022064,1533,1,FALSE,NA,Other genes
Lrrc26,ENSMUSG00000026961,ENSMUSP00000028337,996,1,FALSE,NA,Other genes
Lrrc28,ENSMUSG00000030556,ENSMUSP00000052177,1104,1,FALSE,NA,Other genes
Lrrc3,ENSMUSG00000051652,ENSMUSP00000059570,774,2,FALSE,NA,Other genes
Lrrc31,ENSMUSG00000074653,ENSMUSP00000120802,1506,1,FALSE,NA,Other genes
Lrrc32,ENSMUSG00000090958,ENSMUSP00000145859,1992,1,FALSE,NA,Other genes
Lrrc37a,ENSMUSG00000078632,ENSMUSP00000121903,9897,7,FALSE,NA,Other genes
Lrrc40,ENSMUSG00000063052,ENSMUSP00000071956,1809,1,FALSE,NA,Other genes
Lrrc45,ENSMUSG00000025145,ENSMUSP00000026139,2013,2,FALSE,NA,Other genes
Lrrc49,ENSMUSG00000047766,ENSMUSP00000070606,2259,1,FALSE,NA,Other genes
Lrrc55,ENSMUSG00000075224,ENSMUSP00000097514,936,1,FALSE,NA,Other genes
Lrrc56,ENSMUSG00000038637,ENSMUSP00000063912,1659,1,FALSE,NA,Other genes
Lrrc6,ENSMUSG00000022375,ENSMUSP00000023006,1422,1,FALSE,NA,Other genes
Lrrc66,ENSMUSG00000067206,ENSMUSP00000084423,2619,2,FALSE,NA,Other genes
Lrrc71,ENSMUSG00000023084,ENSMUSP00000023846,1677,1,FALSE,NA,Other genes
Lrrc74a,ENSMUSG00000059114,ENSMUSP00000152661,1485,1,FALSE,NA,Other genes
Lrriq1,ENSMUSG00000019892,ENSMUSP00000131419,5022,3,FALSE,NA,Other genes
Lrriq4,ENSMUSG00000027703,ENSMUSP00000103902,1791,1,FALSE,NA,Other genes
Lrrn2,ENSMUSG00000026443,ENSMUSP00000027706,2193,1,FALSE,NA,Other genes
Lrrtm3,ENSMUSG00000042846,ENSMUSP00000101079,1749,1,FALSE,NA,Other genes
Lrwd1,ENSMUSG00000029703,ENSMUSP00000006301,1947,1,FALSE,NA,Other genes
Lsamp,ENSMUSG00000061080,ENSMUSP00000139667,1068,1,FALSE,NA,Other genes
Lsg1,ENSMUSG00000022538,ENSMUSP00000112860,1935,1,FALSE,NA,Other genes
Lsm14b,ENSMUSG00000039108,ENSMUSP00000055036,1158,1,FALSE,NA,Other genes
Lss,ENSMUSG00000033105,ENSMUSP00000046856,2202,1,FALSE,NA,Other genes
Lta4h,ENSMUSG00000015889,ENSMUSP00000016033,1836,1,FALSE,NA,Other genes
Ltb,ENSMUSG00000024399,ENSMUSP00000025262,921,1,FALSE,NA,Other genes
Ltbp4,ENSMUSG00000040488,ENSMUSP00000037536,5001,1,FALSE,NA,Other genes
Ltf,ENSMUSG00000032496,ENSMUSP00000035077,2124,3,FALSE,NA,Other genes
Ltn1,ENSMUSG00000052299,ENSMUSP00000038775,5304,1,FALSE,NA,Other genes
Ltv1,ENSMUSG00000019814,ENSMUSP00000019950,1413,2,FALSE,NA,Other genes
Luc7l2,ENSMUSG00000029823,ENSMUSP00000055254,1179,1,FALSE,NA,Other genes
Lvrn,ENSMUSG00000024481,ENSMUSP00000025358,2976,1,FALSE,NA,Other genes
Ly6c2,ENSMUSG00000022584,ENSMUSP00000098110,396,1,FALSE,NA,Other genes
Ly6d,ENSMUSG00000034634,ENSMUSP00000047419,384,1,FALSE,NA,Other genes
Ly6g5b,ENSMUSG00000043807,ENSMUSP00000052133,585,1,FALSE,NA,Other genes
Ly9,ENSMUSG00000004707,ENSMUSP00000069319,1965,1,FALSE,NA,Other genes
Lyg1,ENSMUSG00000026085,ENSMUSP00000027254,594,1,FALSE,NA,Other genes
Lyrm1,ENSMUSG00000030922,ENSMUSP00000102128,369,1,FALSE,NA,Other genes
Lyrm7,ENSMUSG00000020268,ENSMUSP00000118373,315,1,FALSE,NA,Other genes
Lyst,ENSMUSG00000019726,ENSMUSP00000106188,11364,3,FALSE,NA,Other genes
Lyzl1,ENSMUSG00000024233,ENSMUSP00000025076,447,3,FALSE,NA,Other genes
Lzts2,ENSMUSG00000035342,ENSMUSP00000045478,2016,2,FALSE,NA,Other genes
Maats1,ENSMUSG00000022805,ENSMUSP00000023501,2352,1,FALSE,NA,Other genes
Mab21l1,ENSMUSG00000056947,ENSMUSP00000074878,1080,1,FALSE,NA,Other genes
Mab21l2,ENSMUSG00000057777,ENSMUSP00000076729,1080,1,FALSE,NA,Other genes
Mab21l3,ENSMUSG00000044313,ENSMUSP00000059212,1290,1,FALSE,NA,Other genes
Mab21l4,ENSMUSG00000034159,ENSMUSP00000035332,1359,1,FALSE,NA,Other genes
Macf1,ENSMUSG00000028649,ENSMUSP00000095507,22068,3,FALSE,NA,Other genes
Maco1,ENSMUSG00000028826,ENSMUSP00000030628,1995,1,FALSE,NA,Other genes
Macrod2,ENSMUSG00000068205,ENSMUSP00000105691,1428,1,FALSE,NA,Other genes
Macroh2a2,ENSMUSG00000020086,ENSMUSP00000020283,1119,1,FALSE,NA,Other genes
Mad1l1,ENSMUSG00000029554,ENSMUSP00000031534,2154,1,FALSE,NA,Other genes
Maf1,ENSMUSG00000022553,ENSMUSP00000125387,777,1,FALSE,NA,Other genes
Magea2,ENSMUSG00000055746,ENSMUSP00000108178,963,1,FALSE,NA,Other genes
Magea6,ENSMUSG00000063728,ENSMUSP00000108181,978,2,FALSE,NA,Other genes
Mageb16,ENSMUSG00000046942,ENSMUSP00000109649,1092,1,FALSE,NA,Other genes
Mageb4,ENSMUSG00000035427,ENSMUSP00000109602,1671,8,FALSE,NA,Other genes
Maged2,ENSMUSG00000025268,ENSMUSP00000108319,1851,1,FALSE,NA,Other genes
Magee1,ENSMUSG00000031227,ENSMUSP00000094078,2757,1,FALSE,NA,Other genes
Magee2,ENSMUSG00000031224,ENSMUSP00000033575,1572,1,FALSE,NA,Other genes
Magel2,ENSMUSG00000056972,ENSMUSP00000079265,3855,1,FALSE,NA,Other genes
Magi1,ENSMUSG00000045095,ENSMUSP00000086730,4416,1,FALSE,NA,Other genes
Magi2,ENSMUSG00000040003,ENSMUSP00000142576,4245,1,FALSE,NA,Other genes
Magt1,ENSMUSG00000031232,ENSMUSP00000158823,1107,1,FALSE,NA,Other genes
Malt1,ENSMUSG00000032688,ENSMUSP00000153585,2499,1,FALSE,NA,Other genes
Mamdc2,ENSMUSG00000033207,ENSMUSP00000045432,2061,2,FALSE,NA,Other genes
Mamdc4,ENSMUSG00000026941,ENSMUSP00000092735,3699,1,FALSE,NA,Other genes
Maml1,ENSMUSG00000050567,ENSMUSP00000059210,3063,1,FALSE,NA,Other genes
Maml2,ENSMUSG00000031925,ENSMUSP00000124083,3513,1,FALSE,NA,Other genes
Maml3,ENSMUSG00000061143,ENSMUSP00000112637,3408,1,FALSE,NA,Other genes
Mamld1,ENSMUSG00000059401,ENSMUSP00000080737,2412,3,FALSE,NA,Other genes
Man2a1,ENSMUSG00000024085,ENSMUSP00000083928,3453,1,FALSE,NA,Other genes
Man2b1,ENSMUSG00000005142,ENSMUSP00000034121,3042,1,FALSE,NA,Other genes
Man2c1,ENSMUSG00000032295,ENSMUSP00000125478,3120,2,FALSE,NA,Other genes
Map1b,ENSMUSG00000052727,ENSMUSP00000068374,7395,1,FALSE,NA,Other genes
Map2,ENSMUSG00000015222,ENSMUSP00000159224,5970,1,FALSE,NA,Other genes
Map2k5,ENSMUSG00000058444,ENSMUSP00000034920,1347,1,FALSE,NA,Other genes
Map2k6,ENSMUSG00000020623,ENSMUSP00000020949,1005,1,FALSE,NA,Other genes
Map3k10,ENSMUSG00000040390,ENSMUSP00000103978,2829,2,FALSE,NA,Other genes
Map3k14,ENSMUSG00000020941,ENSMUSP00000021324,2829,1,FALSE,NA,Other genes
Map3k4,ENSMUSG00000014426,ENSMUSP00000086459,4794,2,FALSE,NA,Other genes
Map3k6,ENSMUSG00000028862,ENSMUSP00000030677,3876,1,FALSE,NA,Other genes
Map3k7cl,ENSMUSG00000025610,ENSMUSP00000026700,429,1,FALSE,NA,Other genes
Map3k8,ENSMUSG00000024235,ENSMUSP00000025078,1404,1,FALSE,NA,Other genes
Map4,ENSMUSG00000032479,ENSMUSP00000035055,3378,1,FALSE,NA,Other genes
Map4k1,ENSMUSG00000037337,ENSMUSP00000082995,2484,1,FALSE,NA,Other genes
Map4k2,ENSMUSG00000024948,ENSMUSP00000025897,2466,1,FALSE,NA,Other genes
Map4k3,ENSMUSG00000024242,ENSMUSP00000108008,2691,1,FALSE,NA,Other genes
Map6,ENSMUSG00000055407,ENSMUSP00000146585,2721,2,FALSE,NA,Other genes
Map7,ENSMUSG00000019996,ENSMUSP00000111963,2217,1,FALSE,NA,Other genes
Map7d2,ENSMUSG00000041020,ENSMUSP00000108090,2346,1,FALSE,NA,Other genes
Mapk10,ENSMUSG00000046709,ENSMUSP00000108469,1485,1,FALSE,NA,Other genes
Mapk13,ENSMUSG00000004864,ENSMUSP00000156387,1101,1,FALSE,NA,Other genes
Mapk3,ENSMUSG00000063065,ENSMUSP00000101969,1143,1,FALSE,NA,Other genes
Mapk6,ENSMUSG00000042688,ENSMUSP00000040315,2163,1,FALSE,NA,Other genes
Mapk8ip2,ENSMUSG00000022619,ENSMUSP00000023291,2493,1,FALSE,NA,Other genes
Mapk8ip3,ENSMUSG00000024163,ENSMUSP00000110884,4038,1,FALSE,NA,Other genes
Mapk9,ENSMUSG00000020366,ENSMUSP00000020634,1272,1,FALSE,NA,Other genes
Mapkap1,ENSMUSG00000038696,ENSMUSP00000116494,1569,1,FALSE,NA,Other genes
Mapkapk3,ENSMUSG00000032577,ENSMUSP00000035194,1155,1,FALSE,NA,Other genes
Mapkbp1,ENSMUSG00000033902,ENSMUSP00000155163,4530,2,FALSE,NA,Other genes
Mapre2,ENSMUSG00000024277,ENSMUSP00000025127,981,1,FALSE,NA,Other genes
Mapt,ENSMUSG00000018411,ENSMUSP00000102602,2250,2,FALSE,NA,Other genes
Marchf1,ENSMUSG00000036469,ENSMUSP00000105885,1623,1,FALSE,NA,Other genes
Marchf10,ENSMUSG00000078627,ENSMUSP00000121919,2367,1,FALSE,NA,Other genes
Marchf4,ENSMUSG00000039372,ENSMUSP00000042803,1230,1,FALSE,NA,Other genes
Marchf6,ENSMUSG00000039100,ENSMUSP00000087694,2730,2,FALSE,NA,Other genes
Marchf8,ENSMUSG00000025702,ENSMUSP00000144936,1707,2,FALSE,NA,Other genes
Marco,ENSMUSG00000026390,ENSMUSP00000027639,1557,1,FALSE,NA,Other genes
Marf1,ENSMUSG00000060657,ENSMUSP00000087770,5211,1,FALSE,NA,Other genes
Mark2,ENSMUSG00000024969,ENSMUSP00000131684,2331,1,FALSE,NA,Other genes
Mark4,ENSMUSG00000030397,ENSMUSP00000082862,2259,1,FALSE,NA,Other genes
Mars1,ENSMUSG00000040354,ENSMUSP00000130666,2733,2,FALSE,NA,Other genes
Marveld2,ENSMUSG00000021636,ENSMUSP00000153294,1668,1,FALSE,NA,Other genes
Mast2,ENSMUSG00000003810,ENSMUSP00000102095,5403,1,FALSE,NA,Other genes
Mast4,ENSMUSG00000034751,ENSMUSP00000128464,7857,2,FALSE,NA,Other genes
Mastl,ENSMUSG00000026779,ENSMUSP00000028119,2598,1,FALSE,NA,Other genes
Matn1,ENSMUSG00000040533,ENSMUSP00000099636,1503,1,FALSE,NA,Other genes
Mau2,ENSMUSG00000031858,ENSMUSP00000148479,1953,2,FALSE,NA,Other genes
Mb,ENSMUSG00000018893,ENSMUSP00000128399,465,1,FALSE,NA,Other genes
Mb21d2,ENSMUSG00000051065,ENSMUSP00000097600,1476,1,FALSE,NA,Other genes
Mbd3,ENSMUSG00000035478,ENSMUSP00000089948,858,2,FALSE,NA,Other genes
Mbd5,ENSMUSG00000036792,ENSMUSP00000036847,5187,3,FALSE,NA,Other genes
Mbd6,ENSMUSG00000025409,ENSMUSP00000026476,3018,2,FALSE,NA,Other genes
Mbip,ENSMUSG00000021028,ENSMUSP00000021416,1026,1,FALSE,NA,Other genes
Mbnl2,ENSMUSG00000022139,ENSMUSP00000126186,1158,1,FALSE,NA,Other genes
Mbp,ENSMUSG00000041607,ENSMUSP00000046185,753,1,FALSE,NA,Other genes
Mbtd1,ENSMUSG00000059474,ENSMUSP00000103486,1896,2,FALSE,NA,Other genes
Mbtps2,ENSMUSG00000046873,ENSMUSP00000059471,1548,1,FALSE,NA,Other genes
Mc4r,ENSMUSG00000047259,ENSMUSP00000054776,999,1,FALSE,NA,Other genes
Mc5r,ENSMUSG00000007480,ENSMUSP00000159315,1119,1,FALSE,NA,Other genes
Mcc,ENSMUSG00000071856,ENSMUSP00000087318,3012,1,FALSE,NA,Other genes
Mcf2,ENSMUSG00000031139,ENSMUSP00000067075,3096,1,FALSE,NA,Other genes
Mcf2l,ENSMUSG00000031442,ENSMUSP00000106500,3528,2,FALSE,NA,Other genes
Mcm2,ENSMUSG00000002870,ENSMUSP00000061923,2715,1,FALSE,NA,Other genes
Mcm3,ENSMUSG00000041859,ENSMUSP00000059192,2439,1,FALSE,NA,Other genes
Mcm3ap,ENSMUSG00000001150,ENSMUSP00000125960,5916,2,FALSE,NA,Other genes
Mcm4,ENSMUSG00000022673,ENSMUSP00000023353,2589,2,FALSE,NA,Other genes
Mcm8,ENSMUSG00000027353,ENSMUSP00000028831,2502,1,FALSE,NA,Other genes
Mcmbp,ENSMUSG00000048170,ENSMUSP00000113961,1983,1,FALSE,NA,Other genes
Mcmdc2,ENSMUSG00000046101,ENSMUSP00000120577,2079,1,FALSE,NA,Other genes
Mcoln3,ENSMUSG00000036853,ENSMUSP00000038801,1662,1,FALSE,NA,Other genes
Mcpt4,ENSMUSG00000061068,ENSMUSP00000038103,741,1,FALSE,NA,Other genes
Mctp2,ENSMUSG00000032776,ENSMUSP00000078302,2637,1,FALSE,NA,Other genes
Mdc1,ENSMUSG00000061607,ENSMUSP00000080949,5127,1,FALSE,NA,Other genes
Mdga1,ENSMUSG00000043557,ENSMUSP00000126529,2871,1,FALSE,NA,Other genes
Mdh1b,ENSMUSG00000025963,ENSMUSP00000109728,1503,1,FALSE,NA,Other genes
Mdm1,ENSMUSG00000020212,ENSMUSP00000127919,2157,1,FALSE,NA,Other genes
Mdn1,ENSMUSG00000058006,ENSMUSP00000071569,16770,4,FALSE,NA,Other genes
Me2,ENSMUSG00000024556,ENSMUSP00000025439,1770,1,FALSE,NA,Other genes
Mea1,ENSMUSG00000002768,ENSMUSP00000156392,525,1,FALSE,NA,Other genes
Meak7,ENSMUSG00000034105,ENSMUSP00000044430,1368,1,FALSE,NA,Other genes
Med10,ENSMUSG00000021598,ENSMUSP00000152144,465,1,FALSE,NA,Other genes
Med12,ENSMUSG00000079487,ENSMUSP00000085260,6573,3,FALSE,NA,Other genes
Med12l,ENSMUSG00000056476,ENSMUSP00000127038,6579,1,FALSE,NA,Other genes
Med13,ENSMUSG00000034297,ENSMUSP00000044268,6516,1,FALSE,NA,Other genes
