iteration,n_sampled_genes,mutation_type,null_count
4245,30,Insertion,2
4245,30,Deletion,15
4245,30,Stop gain/loss,1
4245,30,DBS,6
4245,30,Splice,1
4246,30,Missense,42
4246,30,Insertion,1
4246,30,Deletion,23
4246,30,Stop gain/loss,4
4246,30,DBS,1
4246,30,Splice,2
4247,30,Missense,28
4247,30,Insertion,0
4247,30,Deletion,2
4247,30,Stop gain/loss,2
4247,30,DBS,0
4247,30,Splice,1
4248,30,Missense,37
4248,30,Insertion,0
4248,30,Deletion,3
4248,30,Stop gain/loss,6
4248,30,DBS,0
4248,30,Splice,0
4249,30,Missense,52
4249,30,Insertion,0
4249,30,Deletion,1
4249,30,Stop gain/loss,4
4249,30,DBS,8
4249,30,Splice,0
4250,30,Missense,40
4250,30,Insertion,0
4250,30,Deletion,1
4250,30,Stop gain/loss,1
4250,30,DBS,0
4250,30,Splice,1
4251,30,Missense,31
4251,30,Insertion,0
4251,30,Deletion,1
4251,30,Stop gain/loss,6
4251,30,DBS,2
4251,30,Splice,2
4252,30,Missense,32
4252,30,Insertion,0
4252,30,Deletion,1
4252,30,Stop gain/loss,2
4252,30,DBS,0
4252,30,Splice,1
4253,30,Missense,35
4253,30,Insertion,3
4253,30,Deletion,0
4253,30,Stop gain/loss,3
4253,30,DBS,1
4253,30,Splice,1
4254,30,Missense,48
4254,30,Insertion,0
4254,30,Deletion,36
4254,30,Stop gain/loss,7
4254,30,DBS,4
4254,30,Splice,0
4255,30,Missense,36
4255,30,Insertion,0
4255,30,Deletion,0
4255,30,Stop gain/loss,4
4255,30,DBS,1
4255,30,Splice,2
4256,30,Missense,31
4256,30,Insertion,0
4256,30,Deletion,0
4256,30,Stop gain/loss,1
4256,30,DBS,1
4256,30,Splice,2
4257,30,Missense,34
4257,30,Insertion,0
4257,30,Deletion,2
4257,30,Stop gain/loss,5
4257,30,DBS,4
4257,30,Splice,3
4258,30,Missense,38
4258,30,Insertion,3
4258,30,Deletion,0
4258,30,Stop gain/loss,4
4258,30,DBS,2
4258,30,Splice,1
4259,30,Missense,31
4259,30,Insertion,0
4259,30,Deletion,0
4259,30,Stop gain/loss,2
4259,30,DBS,3
4259,30,Splice,1
4260,30,Missense,34
4260,30,Insertion,0
4260,30,Deletion,1
4260,30,Stop gain/loss,2
4260,30,DBS,0
4260,30,Splice,2
4261,30,Missense,36
4261,30,Insertion,0
4261,30,Deletion,0
4261,30,Stop gain/loss,4
4261,30,DBS,0
4261,30,Splice,0
4262,30,Missense,45
4262,30,Insertion,0
4262,30,Deletion,18
4262,30,Stop gain/loss,3
4262,30,DBS,3
4262,30,Splice,2
4263,30,Missense,37
4263,30,Insertion,0
4263,30,Deletion,7
4263,30,Stop gain/loss,3
4263,30,DBS,3
4263,30,Splice,3
4264,30,Missense,36
4264,30,Insertion,0
4264,30,Deletion,0
4264,30,Stop gain/loss,3
4264,30,DBS,2
4264,30,Splice,0
4265,30,Missense,37
4265,30,Insertion,0
4265,30,Deletion,0
4265,30,Stop gain/loss,3
4265,30,DBS,0
4265,30,Splice,2
4266,30,Missense,42
4266,30,Insertion,0
4266,30,Deletion,1
4266,30,Stop gain/loss,1
4266,30,DBS,4
4266,30,Splice,1
4267,30,Missense,33
4267,30,Insertion,1
4267,30,Deletion,8
4267,30,Stop gain/loss,4
4267,30,DBS,2
4267,30,Splice,1
4268,30,Missense,32
4268,30,Insertion,1
4268,30,Deletion,1
4268,30,Stop gain/loss,3
4268,30,DBS,0
4268,30,Splice,1
4269,30,Missense,35
4269,30,Insertion,0
4269,30,Deletion,0
4269,30,Stop gain/loss,2
4269,30,DBS,2
4269,30,Splice,2
4270,30,Missense,35
4270,30,Insertion,1
4270,30,Deletion,1
4270,30,Stop gain/loss,2
4270,30,DBS,3
4270,30,Splice,0
4271,30,Missense,63
4271,30,Insertion,0
4271,30,Deletion,3
4271,30,Stop gain/loss,7
4271,30,DBS,0
4271,30,Splice,2
4272,30,Missense,29
4272,30,Insertion,2
4272,30,Deletion,4
4272,30,Stop gain/loss,6
4272,30,DBS,0
4272,30,Splice,1
4273,30,Missense,35
4273,30,Insertion,0
4273,30,Deletion,1
4273,30,Stop gain/loss,8
4273,30,DBS,0
4273,30,Splice,1
4274,30,Missense,31
4274,30,Insertion,1
4274,30,Deletion,10
4274,30,Stop gain/loss,3
4274,30,DBS,1
4274,30,Splice,2
4275,30,Missense,32
4275,30,Insertion,1
4275,30,Deletion,9
4275,30,Stop gain/loss,2
4275,30,DBS,10
4275,30,Splice,0
4276,30,Missense,37
4276,30,Insertion,0
4276,30,Deletion,0
4276,30,Stop gain/loss,1
4276,30,DBS,2
4276,30,Splice,4
4277,30,Missense,34
4277,30,Insertion,1
4277,30,Deletion,1
4277,30,Stop gain/loss,3
4277,30,DBS,0
4277,30,Splice,1
4278,30,Missense,37
4278,30,Insertion,0
4278,30,Deletion,13
4278,30,Stop gain/loss,2
4278,30,DBS,0
4278,30,Splice,3
4279,30,Missense,36
4279,30,Insertion,0
4279,30,Deletion,3
4279,30,Stop gain/loss,2
4279,30,DBS,0
4279,30,Splice,0
4280,30,Missense,36
4280,30,Insertion,1
4280,30,Deletion,5
4280,30,Stop gain/loss,7
4280,30,DBS,0
4280,30,Splice,0
4281,30,Missense,40
4281,30,Insertion,1
4281,30,Deletion,30
4281,30,Stop gain/loss,1
4281,30,DBS,0
4281,30,Splice,2
4282,30,Missense,37
4282,30,Insertion,0
4282,30,Deletion,3
4282,30,Stop gain/loss,3
4282,30,DBS,1
4282,30,Splice,2
4283,30,Missense,31
4283,30,Insertion,1
4283,30,Deletion,2
4283,30,Stop gain/loss,2
4283,30,DBS,1
4283,30,Splice,5
4284,30,Missense,31
4284,30,Insertion,0
4284,30,Deletion,3
4284,30,Stop gain/loss,3
4284,30,DBS,0
4284,30,Splice,2
4285,30,Missense,30
4285,30,Insertion,0
4285,30,Deletion,0
4285,30,Stop gain/loss,4
4285,30,DBS,0
4285,30,Splice,2
4286,30,Missense,36
4286,30,Insertion,0
4286,30,Deletion,1
4286,30,Stop gain/loss,5
4286,30,DBS,1
4286,30,Splice,3
4287,30,Missense,53
4287,30,Insertion,0
4287,30,Deletion,0
4287,30,Stop gain/loss,5
4287,30,DBS,0
4287,30,Splice,0
4288,30,Missense,58
4288,30,Insertion,4
4288,30,Deletion,3
4288,30,Stop gain/loss,3
4288,30,DBS,8
4288,30,Splice,4
4289,30,Missense,38
4289,30,Insertion,1
4289,30,Deletion,1
4289,30,Stop gain/loss,6
4289,30,DBS,0
4289,30,Splice,0
4290,30,Missense,40
4290,30,Insertion,0
4290,30,Deletion,0
4290,30,Stop gain/loss,9
4290,30,DBS,0
4290,30,Splice,1
4291,30,Missense,41
4291,30,Insertion,0
4291,30,Deletion,0
4291,30,Stop gain/loss,4
4291,30,DBS,2
4291,30,Splice,1
4292,30,Missense,26
4292,30,Insertion,0
4292,30,Deletion,1
4292,30,Stop gain/loss,5
4292,30,DBS,2
4292,30,Splice,0
4293,30,Missense,41
4293,30,Insertion,3
4293,30,Deletion,0
4293,30,Stop gain/loss,4
4293,30,DBS,1
4293,30,Splice,0
4294,30,Missense,36
4294,30,Insertion,0
4294,30,Deletion,0
4294,30,Stop gain/loss,3
4294,30,DBS,0
4294,30,Splice,0
4295,30,Missense,37
4295,30,Insertion,1
4295,30,Deletion,1
4295,30,Stop gain/loss,5
4295,30,DBS,2
4295,30,Splice,3
4296,30,Missense,41
4296,30,Insertion,3
4296,30,Deletion,4
4296,30,Stop gain/loss,2
4296,30,DBS,3
4296,30,Splice,2
4297,30,Missense,34
4297,30,Insertion,0
4297,30,Deletion,4
4297,30,Stop gain/loss,3
4297,30,DBS,0
4297,30,Splice,2
4298,30,Missense,32
4298,30,Insertion,0
4298,30,Deletion,0
4298,30,Stop gain/loss,5
4298,30,DBS,0
4298,30,Splice,2
4299,30,Missense,63
4299,30,Insertion,0
4299,30,Deletion,19
4299,30,Stop gain/loss,5
4299,30,DBS,1
4299,30,Splice,0
4300,30,Missense,40
4300,30,Insertion,1
4300,30,Deletion,1
4300,30,Stop gain/loss,3
4300,30,DBS,0
4300,30,Splice,1
4301,30,Missense,29
4301,30,Insertion,2
4301,30,Deletion,3
4301,30,Stop gain/loss,2
4301,30,DBS,2
4301,30,Splice,6
4302,30,Missense,36
4302,30,Insertion,2
4302,30,Deletion,1
4302,30,Stop gain/loss,1
4302,30,DBS,1
4302,30,Splice,6
4303,30,Missense,42
4303,30,Insertion,0
4303,30,Deletion,19
4303,30,Stop gain/loss,3
4303,30,DBS,1
4303,30,Splice,3
4304,30,Missense,33
4304,30,Insertion,0
4304,30,Deletion,0
4304,30,Stop gain/loss,2
4304,30,DBS,0
4304,30,Splice,1
4305,30,Missense,37
4305,30,Insertion,0
4305,30,Deletion,0
4305,30,Stop gain/loss,2
4305,30,DBS,1
4305,30,Splice,4
4306,30,Missense,30
4306,30,Insertion,0
4306,30,Deletion,0
4306,30,Stop gain/loss,4
4306,30,DBS,0
4306,30,Splice,2
4307,30,Missense,31
4307,30,Insertion,2
4307,30,Deletion,6
4307,30,Stop gain/loss,2
4307,30,DBS,1
4307,30,Splice,2
4308,30,Missense,41
4308,30,Insertion,3
4308,30,Deletion,5
4308,30,Stop gain/loss,1
4308,30,DBS,0
4308,30,Splice,3
4309,30,Missense,45
4309,30,Insertion,0
4309,30,Deletion,4
4309,30,Stop gain/loss,3
4309,30,DBS,2
4309,30,Splice,2
4310,30,Missense,36
4310,30,Insertion,1
4310,30,Deletion,2
4310,30,Stop gain/loss,3
4310,30,DBS,0
4310,30,Splice,0
4311,30,Missense,47
4311,30,Insertion,0
4311,30,Deletion,0
4311,30,Stop gain/loss,3
4311,30,DBS,4
4311,30,Splice,1
4312,30,Missense,32
4312,30,Insertion,0
4312,30,Deletion,1
4312,30,Stop gain/loss,4
4312,30,DBS,2
4312,30,Splice,2
4313,30,Missense,37
4313,30,Insertion,3
4313,30,Deletion,1
4313,30,Stop gain/loss,3
4313,30,DBS,0
4313,30,Splice,0
4314,30,Missense,32
4314,30,Insertion,0
4314,30,Deletion,4
4314,30,Stop gain/loss,4
4314,30,DBS,0
4314,30,Splice,3
4315,30,Missense,30
4315,30,Insertion,4
4315,30,Deletion,12
4315,30,Stop gain/loss,2
4315,30,DBS,0
4315,30,Splice,2
4316,30,Missense,33
4316,30,Insertion,0
4316,30,Deletion,0
4316,30,Stop gain/loss,4
4316,30,DBS,0
4316,30,Splice,0
4317,30,Missense,40
4317,30,Insertion,0
4317,30,Deletion,4
4317,30,Stop gain/loss,2
4317,30,DBS,2
4317,30,Splice,3
4318,30,Missense,62
4318,30,Insertion,0
4318,30,Deletion,4
4318,30,Stop gain/loss,9
4318,30,DBS,0
4318,30,Splice,3
4319,30,Missense,42
4319,30,Insertion,1
4319,30,Deletion,9
4319,30,Stop gain/loss,4
4319,30,DBS,0
4319,30,Splice,4
4320,30,Missense,41
4320,30,Insertion,1
4320,30,Deletion,8
4320,30,Stop gain/loss,4
4320,30,DBS,0
4320,30,Splice,3
4321,30,Missense,40
4321,30,Insertion,0
4321,30,Deletion,2
4321,30,Stop gain/loss,3
4321,30,DBS,1
4321,30,Splice,0
4322,30,Missense,61
4322,30,Insertion,0
4322,30,Deletion,3
4322,30,Stop gain/loss,1
4322,30,DBS,1
4322,30,Splice,3
4323,30,Missense,38
4323,30,Insertion,0
4323,30,Deletion,0
4323,30,Stop gain/loss,2
4323,30,DBS,0
4323,30,Splice,1
4324,30,Missense,34
4324,30,Insertion,0
4324,30,Deletion,0
4324,30,Stop gain/loss,7
4324,30,DBS,0
4324,30,Splice,0
4325,30,Missense,33
4325,30,Insertion,1
4325,30,Deletion,1
4325,30,Stop gain/loss,3
4325,30,DBS,0
4325,30,Splice,2
4326,30,Missense,58
4326,30,Insertion,0
4326,30,Deletion,11
4326,30,Stop gain/loss,2
4326,30,DBS,1
4326,30,Splice,4
4327,30,Missense,45
4327,30,Insertion,3
4327,30,Deletion,3
4327,30,Stop gain/loss,3
4327,30,DBS,2
4327,30,Splice,4
4328,30,Missense,47
4328,30,Insertion,0
4328,30,Deletion,37
4328,30,Stop gain/loss,3
4328,30,DBS,3
4328,30,Splice,2
4329,30,Missense,36
4329,30,Insertion,0
4329,30,Deletion,1
4329,30,Stop gain/loss,3
4329,30,DBS,1
4329,30,Splice,0
4330,30,Missense,34
4330,30,Insertion,0
4330,30,Deletion,0
4330,30,Stop gain/loss,4
4330,30,DBS,1
4330,30,Splice,2
4331,30,Missense,41
4331,30,Insertion,0
4331,30,Deletion,0
4331,30,Stop gain/loss,3
4331,30,DBS,0
4331,30,Splice,0
4332,30,Missense,36
4332,30,Insertion,1
4332,30,Deletion,4
4332,30,Stop gain/loss,2
4332,30,DBS,1
4332,30,Splice,0
4333,30,Missense,39
4333,30,Insertion,1
4333,30,Deletion,1
4333,30,Stop gain/loss,3
4333,30,DBS,0
4333,30,Splice,0
4334,30,Missense,33
4334,30,Insertion,0
4334,30,Deletion,2
4334,30,Stop gain/loss,5
4334,30,DBS,1
4334,30,Splice,0
4335,30,Missense,37
4335,30,Insertion,0
4335,30,Deletion,0
4335,30,Stop gain/loss,1
4335,30,DBS,1
4335,30,Splice,0
4336,30,Missense,34
4336,30,Insertion,1
4336,30,Deletion,1
4336,30,Stop gain/loss,4
4336,30,DBS,1
4336,30,Splice,1
4337,30,Missense,27
4337,30,Insertion,0
4337,30,Deletion,4
4337,30,Stop gain/loss,7
4337,30,DBS,3
4337,30,Splice,0
4338,30,Missense,45
4338,30,Insertion,0
4338,30,Deletion,3
4338,30,Stop gain/loss,3
4338,30,DBS,0
4338,30,Splice,0
4339,30,Missense,53
4339,30,Insertion,0
4339,30,Deletion,3
4339,30,Stop gain/loss,5
4339,30,DBS,1
4339,30,Splice,2
4340,30,Missense,41
4340,30,Insertion,0
4340,30,Deletion,1
4340,30,Stop gain/loss,4
4340,30,DBS,0
4340,30,Splice,1
4341,30,Missense,53
4341,30,Insertion,0
4341,30,Deletion,7
4341,30,Stop gain/loss,2
4341,30,DBS,1
4341,30,Splice,0
4342,30,Missense,56
4342,30,Insertion,0
4342,30,Deletion,0
4342,30,Stop gain/loss,2
4342,30,DBS,0
4342,30,Splice,1
4343,30,Missense,31
4343,30,Insertion,0
4343,30,Deletion,0
4343,30,Stop gain/loss,3
4343,30,DBS,1
4343,30,Splice,2
4344,30,Missense,36
4344,30,Insertion,1
4344,30,Deletion,2
4344,30,Stop gain/loss,4
4344,30,DBS,3
4344,30,Splice,2
4345,30,Missense,36
4345,30,Insertion,2
4345,30,Deletion,0
4345,30,Stop gain/loss,3
4345,30,DBS,0
4345,30,Splice,0
4346,30,Missense,38
4346,30,Insertion,0
4346,30,Deletion,0
4346,30,Stop gain/loss,3
4346,30,DBS,1
4346,30,Splice,2
4347,30,Missense,34
4347,30,Insertion,0
4347,30,Deletion,2
4347,30,Stop gain/loss,5
4347,30,DBS,0
4347,30,Splice,1
4348,30,Missense,29
4348,30,Insertion,2
4348,30,Deletion,0
4348,30,Stop gain/loss,3
4348,30,DBS,1
4348,30,Splice,2
4349,30,Missense,47
4349,30,Insertion,0
4349,30,Deletion,6
4349,30,Stop gain/loss,3
4349,30,DBS,10
4349,30,Splice,0
4350,30,Missense,34
4350,30,Insertion,0
4350,30,Deletion,9
4350,30,Stop gain/loss,4
4350,30,DBS,0
4350,30,Splice,1
4351,30,Missense,26
4351,30,Insertion,1
4351,30,Deletion,3
4351,30,Stop gain/loss,6
4351,30,DBS,0
4351,30,Splice,2
4352,30,Missense,57
4352,30,Insertion,1
4352,30,Deletion,3
4352,30,Stop gain/loss,7
4352,30,DBS,0
4352,30,Splice,3
4353,30,Missense,31
4353,30,Insertion,0
4353,30,Deletion,4
4353,30,Stop gain/loss,5
4353,30,DBS,0
4353,30,Splice,1
4354,30,Missense,41
4354,30,Insertion,5
4354,30,Deletion,48
4354,30,Stop gain/loss,7
4354,30,DBS,0
4354,30,Splice,2
4355,30,Missense,29
4355,30,Insertion,0
4355,30,Deletion,1
4355,30,Stop gain/loss,9
4355,30,DBS,1
4355,30,Splice,1
4356,30,Missense,31
4356,30,Insertion,0
4356,30,Deletion,0
4356,30,Stop gain/loss,2
4356,30,DBS,0
4356,30,Splice,2
4357,30,Missense,169
4357,30,Insertion,0
4357,30,Deletion,11
4357,30,Stop gain/loss,6
4357,30,DBS,3
4357,30,Splice,2
4358,30,Missense,30
4358,30,Insertion,0
4358,30,Deletion,5
4358,30,Stop gain/loss,8
4358,30,DBS,1
4358,30,Splice,7
4359,30,Missense,39
4359,30,Insertion,0
4359,30,Deletion,2
4359,30,Stop gain/loss,2
4359,30,DBS,0
4359,30,Splice,1
4360,30,Missense,37
4360,30,Insertion,0
4360,30,Deletion,3
4360,30,Stop gain/loss,4
4360,30,DBS,2
4360,30,Splice,2
4361,30,Missense,42
4361,30,Insertion,1
4361,30,Deletion,1
4361,30,Stop gain/loss,4
4361,30,DBS,0
4361,30,Splice,3
4362,30,Missense,42
4362,30,Insertion,0
4362,30,Deletion,5
4362,30,Stop gain/loss,6
4362,30,DBS,0
4362,30,Splice,2
4363,30,Missense,31
4363,30,Insertion,0
4363,30,Deletion,0
4363,30,Stop gain/loss,5
4363,30,DBS,0
4363,30,Splice,4
4364,30,Missense,37
4364,30,Insertion,0
4364,30,Deletion,0
4364,30,Stop gain/loss,6
4364,30,DBS,0
4364,30,Splice,0
4365,30,Missense,32
4365,30,Insertion,0
4365,30,Deletion,0
4365,30,Stop gain/loss,2
4365,30,DBS,0
4365,30,Splice,1
4366,30,Missense,35
4366,30,Insertion,0
4366,30,Deletion,5
4366,30,Stop gain/loss,9
4366,30,DBS,0
4366,30,Splice,0
4367,30,Missense,28
4367,30,Insertion,2
4367,30,Deletion,0
4367,30,Stop gain/loss,5
4367,30,DBS,4
4367,30,Splice,2
4368,30,Missense,35
4368,30,Insertion,0
4368,30,Deletion,2
4368,30,Stop gain/loss,2
4368,30,DBS,0
4368,30,Splice,0
4369,30,Missense,30
4369,30,Insertion,1
4369,30,Deletion,1
4369,30,Stop gain/loss,4
4369,30,DBS,0
4369,30,Splice,3
4370,30,Missense,164
4370,30,Insertion,3
4370,30,Deletion,29
4370,30,Stop gain/loss,6
4370,30,DBS,2
4370,30,Splice,5
4371,30,Missense,34
4371,30,Insertion,0
4371,30,Deletion,0
4371,30,Stop gain/loss,2
4371,30,DBS,1
4371,30,Splice,1
4372,30,Missense,40
4372,30,Insertion,0
4372,30,Deletion,0
4372,30,Stop gain/loss,3
4372,30,DBS,0
4372,30,Splice,0
4373,30,Missense,35
4373,30,Insertion,0
4373,30,Deletion,4
4373,30,Stop gain/loss,2
4373,30,DBS,0
4373,30,Splice,2
4374,30,Missense,40
4374,30,Insertion,0
4374,30,Deletion,0
4374,30,Stop gain/loss,1
4374,30,DBS,0
4374,30,Splice,1
4375,30,Missense,30
4375,30,Insertion,0
4375,30,Deletion,1
4375,30,Stop gain/loss,2
4375,30,DBS,0
4375,30,Splice,2
4376,30,Missense,35
4376,30,Insertion,0
4376,30,Deletion,0
4376,30,Stop gain/loss,3
4376,30,DBS,3
4376,30,Splice,2
4377,30,Missense,41
4377,30,Insertion,1
4377,30,Deletion,11
4377,30,Stop gain/loss,7
4377,30,DBS,1
4377,30,Splice,3
4378,30,Missense,33
4378,30,Insertion,0
4378,30,Deletion,1
4378,30,Stop gain/loss,4
4378,30,DBS,2
4378,30,Splice,2
4379,30,Missense,33
4379,30,Insertion,0
4379,30,Deletion,0
4379,30,Stop gain/loss,3
4379,30,DBS,0
4379,30,Splice,1
4380,30,Missense,46
4380,30,Insertion,0
4380,30,Deletion,2
4380,30,Stop gain/loss,0
4380,30,DBS,1
4380,30,Splice,1
4381,30,Missense,41
4381,30,Insertion,0
4381,30,Deletion,9
4381,30,Stop gain/loss,6
4381,30,DBS,1
4381,30,Splice,2
4382,30,Missense,74
4382,30,Insertion,0
4382,30,Deletion,8
4382,30,Stop gain/loss,2
4382,30,DBS,0
4382,30,Splice,0
4383,30,Missense,38
4383,30,Insertion,2
4383,30,Deletion,4
4383,30,Stop gain/loss,4
4383,30,DBS,1
4383,30,Splice,1
4384,30,Missense,46
4384,30,Insertion,3
4384,30,Deletion,0
4384,30,Stop gain/loss,6
4384,30,DBS,0
4384,30,Splice,2
4385,30,Missense,37
4385,30,Insertion,2
4385,30,Deletion,5
4385,30,Stop gain/loss,5
4385,30,DBS,1
4385,30,Splice,0
4386,30,Missense,49
4386,30,Insertion,0
4386,30,Deletion,5
4386,30,Stop gain/loss,3
4386,30,DBS,0
4386,30,Splice,3
4387,30,Missense,31
4387,30,Insertion,0
4387,30,Deletion,0
4387,30,Stop gain/loss,3
4387,30,DBS,1
4387,30,Splice,1
4388,30,Missense,29
4388,30,Insertion,0
4388,30,Deletion,0
4388,30,Stop gain/loss,6
4388,30,DBS,1
4388,30,Splice,0
4389,30,Missense,43
4389,30,Insertion,0
4389,30,Deletion,1
4389,30,Stop gain/loss,5
4389,30,DBS,5
4389,30,Splice,1
4390,30,Missense,32
4390,30,Insertion,0
4390,30,Deletion,8
4390,30,Stop gain/loss,5
4390,30,DBS,0
4390,30,Splice,2
4391,30,Missense,37
4391,30,Insertion,0
4391,30,Deletion,2
4391,30,Stop gain/loss,3
4391,30,DBS,2
4391,30,Splice,3
4392,30,Missense,29
4392,30,Insertion,0
4392,30,Deletion,1
4392,30,Stop gain/loss,8
4392,30,DBS,1
4392,30,Splice,2
4393,30,Missense,57
4393,30,Insertion,1
4393,30,Deletion,7
4393,30,Stop gain/loss,2
4393,30,DBS,1
4393,30,Splice,3
4394,30,Missense,35
4394,30,Insertion,1
4394,30,Deletion,3
4394,30,Stop gain/loss,2
4394,30,DBS,2
4394,30,Splice,1
4395,30,Missense,33
4395,30,Insertion,0
4395,30,Deletion,2
4395,30,Stop gain/loss,4
4395,30,DBS,1
4395,30,Splice,1
4396,30,Missense,34
4396,30,Insertion,0
4396,30,Deletion,6
4396,30,Stop gain/loss,6
4396,30,DBS,2
4396,30,Splice,0
4397,30,Missense,35
4397,30,Insertion,0
4397,30,Deletion,1
4397,30,Stop gain/loss,3
4397,30,DBS,0
4397,30,Splice,1
4398,30,Missense,32
4398,30,Insertion,0
4398,30,Deletion,3
4398,30,Stop gain/loss,5
4398,30,DBS,0
4398,30,Splice,2
4399,30,Missense,35
4399,30,Insertion,2
4399,30,Deletion,10
4399,30,Stop gain/loss,5
4399,30,DBS,1
4399,30,Splice,1
4400,30,Missense,27
4400,30,Insertion,0
4400,30,Deletion,1
4400,30,Stop gain/loss,7
4400,30,DBS,0
4400,30,Splice,4
4401,30,Missense,46
4401,30,Insertion,0
4401,30,Deletion,1
4401,30,Stop gain/loss,5
4401,30,DBS,0
4401,30,Splice,2
4402,30,Missense,50
4402,30,Insertion,0
4402,30,Deletion,4
4402,30,Stop gain/loss,1
4402,30,DBS,1
4402,30,Splice,0
4403,30,Missense,50
4403,30,Insertion,0
4403,30,Deletion,0
4403,30,Stop gain/loss,3
4403,30,DBS,1
4403,30,Splice,0
4404,30,Missense,34
4404,30,Insertion,0
4404,30,Deletion,4
4404,30,Stop gain/loss,3
4404,30,DBS,0
4404,30,Splice,3
4405,30,Missense,48
4405,30,Insertion,0
4405,30,Deletion,7
4405,30,Stop gain/loss,7
4405,30,DBS,1
4405,30,Splice,1
4406,30,Missense,46
4406,30,Insertion,1
4406,30,Deletion,2
4406,30,Stop gain/loss,3
4406,30,DBS,5
4406,30,Splice,1
4407,30,Missense,35
4407,30,Insertion,0
4407,30,Deletion,0
4407,30,Stop gain/loss,2
4407,30,DBS,1
4407,30,Splice,1
4408,30,Missense,39
4408,30,Insertion,0
4408,30,Deletion,11
4408,30,Stop gain/loss,3
4408,30,DBS,2
4408,30,Splice,0
4409,30,Missense,34
4409,30,Insertion,1
4409,30,Deletion,3
4409,30,Stop gain/loss,7
4409,30,DBS,1
4409,30,Splice,2
4410,30,Missense,34
4410,30,Insertion,1
4410,30,Deletion,0
4410,30,Stop gain/loss,2
4410,30,DBS,1
4410,30,Splice,2
4411,30,Missense,33
4411,30,Insertion,0
4411,30,Deletion,1
4411,30,Stop gain/loss,2
4411,30,DBS,0
4411,30,Splice,3
4412,30,Missense,47
4412,30,Insertion,0
4412,30,Deletion,9
4412,30,Stop gain/loss,5
4412,30,DBS,4
4412,30,Splice,1
4413,30,Missense,53
4413,30,Insertion,0
4413,30,Deletion,7
4413,30,Stop gain/loss,4
4413,30,DBS,2
4413,30,Splice,3
4414,30,Missense,40
4414,30,Insertion,1
4414,30,Deletion,9
4414,30,Stop gain/loss,1
4414,30,DBS,0
4414,30,Splice,2
4415,30,Missense,66
4415,30,Insertion,0
4415,30,Deletion,6
4415,30,Stop gain/loss,3
4415,30,DBS,0
4415,30,Splice,5
4416,30,Missense,37
4416,30,Insertion,0
4416,30,Deletion,11
4416,30,Stop gain/loss,4
4416,30,DBS,3
4416,30,Splice,2
4417,30,Missense,34
4417,30,Insertion,0
4417,30,Deletion,3
4417,30,Stop gain/loss,4
4417,30,DBS,0
4417,30,Splice,1
4418,30,Missense,49
4418,30,Insertion,0
4418,30,Deletion,7
4418,30,Stop gain/loss,5
4418,30,DBS,1
4418,30,Splice,0
4419,30,Missense,31
4419,30,Insertion,1
4419,30,Deletion,3
4419,30,Stop gain/loss,5
4419,30,DBS,2
4419,30,Splice,1
4420,30,Missense,30
4420,30,Insertion,0
4420,30,Deletion,5
4420,30,Stop gain/loss,3
4420,30,DBS,0
4420,30,Splice,1
4421,30,Missense,40
4421,30,Insertion,1
4421,30,Deletion,5
4421,30,Stop gain/loss,4
4421,30,DBS,0
4421,30,Splice,5
4422,30,Missense,35
4422,30,Insertion,1
4422,30,Deletion,3
4422,30,Stop gain/loss,2
4422,30,DBS,2
4422,30,Splice,3
4423,30,Missense,27
4423,30,Insertion,0
4423,30,Deletion,2
4423,30,Stop gain/loss,4
4423,30,DBS,1
4423,30,Splice,1
4424,30,Missense,37
4424,30,Insertion,0
4424,30,Deletion,3
4424,30,Stop gain/loss,4
4424,30,DBS,0
4424,30,Splice,0
4425,30,Missense,34
4425,30,Insertion,3
4425,30,Deletion,0
4425,30,Stop gain/loss,4
4425,30,DBS,1
4425,30,Splice,2
4426,30,Missense,71
4426,30,Insertion,1
4426,30,Deletion,0
4426,30,Stop gain/loss,5
4426,30,DBS,11
4426,30,Splice,4
4427,30,Missense,33
4427,30,Insertion,0
4427,30,Deletion,1
4427,30,Stop gain/loss,0
4427,30,DBS,0
4427,30,Splice,2
4428,30,Missense,27
4428,30,Insertion,0
4428,30,Deletion,1
4428,30,Stop gain/loss,4
4428,30,DBS,0
4428,30,Splice,0
4429,30,Missense,38
4429,30,Insertion,0
4429,30,Deletion,4
4429,30,Stop gain/loss,1
4429,30,DBS,0
4429,30,Splice,3
4430,30,Missense,35
4430,30,Insertion,0
4430,30,Deletion,4
4430,30,Stop gain/loss,4
4430,30,DBS,2
4430,30,Splice,0
4431,30,Missense,29
4431,30,Insertion,1
4431,30,Deletion,2
4431,30,Stop gain/loss,3
4431,30,DBS,1
4431,30,Splice,2
4432,30,Missense,55
4432,30,Insertion,0
4432,30,Deletion,7
4432,30,Stop gain/loss,4
4432,30,DBS,0
4432,30,Splice,1
4433,30,Missense,39
4433,30,Insertion,1
4433,30,Deletion,27
4433,30,Stop gain/loss,3
4433,30,DBS,0
4433,30,Splice,0
4434,30,Missense,29
4434,30,Insertion,0
4434,30,Deletion,4
4434,30,Stop gain/loss,2
4434,30,DBS,2
4434,30,Splice,3
4435,30,Missense,29
4435,30,Insertion,0
4435,30,Deletion,1
4435,30,Stop gain/loss,5
4435,30,DBS,2
4435,30,Splice,0
4436,30,Missense,39
4436,30,Insertion,0
4436,30,Deletion,37
